"","MDCCode","DRGCode","DRGName","PDX","PPROC","age","ADX","LOS","CC","statusOut","APROC","bornWt"
"120","MDCD","DS19","平衡失调及听觉障碍                                ","(H93.001|H90.101|H93.202|H91.201|H81.002|T75.304|H81.904|H90.503|H93.101|H91.902|H81.302|H81.901|H91.901|H81.402|H81.305|H91.202|H83.301|H90.502|H90.501|H93.102|H83.802|H81.403|H91.801|H83.803|H90.001|H81.903|H91.903|H91.904|H83.103|H90.201|H81.303|H91.001|H93.201|H83.201|H90.601|R42xx01|R42xx02|H83.203|H91.101|T75.302|H91.301|H90.301|H83.101|H81.902|H90.701|H83.202|H90.401|T75.303|H83.002|H81.401|H90.801|H81.301|H83.001|H83.804|H81.001|T75.301|R42xx04|H93.205|H83.302|H81.201|H93.204|H83.801|H81.101|H91.002)","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]"
"121","MDCD","DT10","中耳炎及上呼吸道感染<17岁                         ","(H65.906|J02.901|J02.909|H70.103|H65.302|A54.501|H65.101|H74.804|H70.203|J30.401|J03.001|J31.204|J31.006|J35.002|H70.009|J03.910|J02.905|J10.104|J01.001|J02.002|H65.107|J32.007|J31.008|H65.909|H66.906|J32.807|H70.204|J30.402|J01.101|H71xx03|J30.103|H73.803|J30.001|J32.401|J02.906|J01.201|H66.301|J32.806|J31.202|J30.201|J32.908|H70.101|H73.101|H72.902|H65.401|J02.902|H65.003|H70.106|H65.903|H66.904|H73.805|J35.803|J02.903|J32.905|T70.001|H73.804|H74.803|J11.103|H66.901|H65.305|J30.302|J31.203|J03.907|H65.202|H66.401|H65.301|H73.807|J32.801|H70.001|H70.002|J32.302|J31.004|J32.203|J11.105|H70.008|J01.301|J32.003|J32.002|H65.904|H65.110|B49xx18|J10.103|J32.402|H74.001|J31.001|J01.102|J32.304|J32.103|J06.902|J02.801|H66.903|J31.009|H66.905|H73.002|H73.001|J30.101|J03.911|J32.901|H65.109|J31.201|J32.102|J01.901|J02.907|H65.404|H70.007|J32.201|H65.402|J32.902|H66.101|H65.303|J31.206|J10.102|H70.003|H65.108|H65.105|H73.802|H72.101|J10.101|J06.903|H73.003|J31.003|J11.102|J31.205|J10.105|B05.807|J32.006|B05.301|B49xx08|J00xx01|J00xx07|H70.104|H72.001|H65.304|H66.201|J02.910|B49xx17|H65.106|J31.010|H70.902|H65.102|H73.801|H72.102|J31.002|H73.808|J02.003|J03.903|H70.201|B49xx05|H70.006|H72.201|H66.002|J03.908|J32.004|J01.902|J32.001|J00xx05|J06.904|H71xx01|T70.101|J00xx02|J02.904|J06.901|J32.906|J31.005|J00xx06|J00xx04|J02.911|J01.002|H65.002|H65.104|J03.906|H73.103|J00xx08|J03.905|H70.005|J32.101|J03.902|J02.912|J32.903|H65.905|H73.806|J32.301|J02.004|J32.005|J03.909|J32.904|H65.001|J01.903|H65.901|J00xx03|H65.908|J32.810|J32.202|H70.004|H74.802|J30.102|J01.003|J03.904|J31.101|J30.301|H68.001|H66.902|H70.105|H65.111|J32.303|H65.902|J03.901|H66.102|J32.808|J32.805|J32.803|J32.804|B49xx06|H66.001|J01.401|J32.809|H65.403|J32.802|J02.908|J06.802|H72.802|J02.001|J32.907|J06.801|H72.801|J31.007|H74.101|B08.503|H65.201|J00xx02)","[NULL]","(1-17)","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]"
"122","MDCD","DT13","中耳炎及上呼吸道感染，伴合并症与伴随病            ","(H65.906|J02.901|J02.909|H70.103|H65.302|A54.501|H65.101|H74.804|H70.203|J30.401|J03.001|J31.204|J31.006|J35.002|H70.009|J03.910|J02.905|J10.104|J01.001|J02.002|H65.107|J32.007|J31.008|H65.909|H66.906|J32.807|H70.204|J30.402|J01.101|H71xx03|J30.103|H73.803|J30.001|J32.401|J02.906|J01.201|H66.301|J32.806|J31.202|J30.201|J32.908|H70.101|H73.101|H72.902|H65.401|J02.902|H65.003|H70.106|H65.903|H66.904|H73.805|J35.803|J02.903|J32.905|T70.001|H73.804|H74.803|J11.103|H66.901|H65.305|J30.302|J31.203|J03.907|H65.202|H66.401|H65.301|H73.807|J32.801|H70.001|H70.002|J32.302|J31.004|J32.203|J11.105|H70.008|J01.301|J32.003|J32.002|H65.904|H65.110|B49xx18|J10.103|J32.402|H74.001|J31.001|J01.102|J32.304|J32.103|J06.902|J02.801|H66.903|J31.009|H66.905|H73.002|H73.001|J30.101|J03.911|J32.901|H65.109|J31.201|J32.102|J01.901|J02.907|H65.404|H70.007|J32.201|H65.402|J32.902|H66.101|H65.303|J31.206|J10.102|H70.003|H65.108|H65.105|H73.802|H72.101|J10.101|J06.903|H73.003|J31.003|J11.102|J31.205|J10.105|B05.807|J32.006|B05.301|B49xx08|J00xx01|J00xx07|H70.104|H72.001|H65.304|H66.201|J02.910|B49xx17|H65.106|J31.010|H70.902|H65.102|H73.801|H72.102|J31.002|H73.808|J02.003|J03.903|H70.201|B49xx05|H70.006|H72.201|H66.002|J03.908|J32.004|J01.902|J32.001|J00xx05|J06.904|H71xx01|T70.101|J00xx02|J02.904|J06.901|J32.906|J31.005|J00xx06|J00xx04|J02.911|J01.002|H65.002|H65.104|J03.906|H73.103|J00xx08|J03.905|H70.005|J32.101|J03.902|J02.912|J32.903|H65.905|H73.806|J32.301|J02.004|J32.005|J03.909|J32.904|H65.001|J01.903|H65.901|J00xx03|H65.908|J32.810|J32.202|H70.004|H74.802|J30.102|J01.003|J03.904|J31.101|J30.301|H68.001|H66.902|H70.105|H65.111|J32.303|H65.902|J03.901|H66.102|J32.808|J32.805|J32.803|J32.804|B49xx06|H66.001|J01.401|J32.809|H65.403|J32.802|J02.908|J06.802|H72.802|J02.001|J32.907|J06.801|H72.801|J31.007|H74.101|B08.503|H65.201|J00xx02)","[NULL]","[NULL]","[NULL]","[NULL]","(CC)","[NULL]","[NULL]","[NULL]"
"123","MDCD","DT15","中耳炎及上呼吸道感染，不伴合并症与伴随病          ","(H65.906|J02.901|J02.909|H70.103|H65.302|A54.501|H65.101|H74.804|H70.203|J30.401|J03.001|J31.204|J31.006|J35.002|H70.009|J03.910|J02.905|J10.104|J01.001|J02.002|H65.107|J32.007|J31.008|H65.909|H66.906|J32.807|H70.204|J30.402|J01.101|H71xx03|J30.103|H73.803|J30.001|J32.401|J02.906|J01.201|H66.301|J32.806|J31.202|J30.201|J32.908|H70.101|H73.101|H72.902|H65.401|J02.902|H65.003|H70.106|H65.903|H66.904|H73.805|J35.803|J02.903|J32.905|T70.001|H73.804|H74.803|J11.103|H66.901|H65.305|J30.302|J31.203|J03.907|H65.202|H66.401|H65.301|H73.807|J32.801|H70.001|H70.002|J32.302|J31.004|J32.203|J11.105|H70.008|J01.301|J32.003|J32.002|H65.904|H65.110|B49xx18|J10.103|J32.402|H74.001|J31.001|J01.102|J32.304|J32.103|J06.902|J02.801|H66.903|J31.009|H66.905|H73.002|H73.001|J30.101|J03.911|J32.901|H65.109|J31.201|J32.102|J01.901|J02.907|H65.404|H70.007|J32.201|H65.402|J32.902|H66.101|H65.303|J31.206|J10.102|H70.003|H65.108|H65.105|H73.802|H72.101|J10.101|J06.903|H73.003|J31.003|J11.102|J31.205|J10.105|B05.807|J32.006|B05.301|B49xx08|J00xx01|J00xx07|H70.104|H72.001|H65.304|H66.201|J02.910|B49xx17|H65.106|J31.010|H70.902|H65.102|H73.801|H72.102|J31.002|H73.808|J02.003|J03.903|H70.201|B49xx05|H70.006|H72.201|H66.002|J03.908|J32.004|J01.902|J32.001|J00xx05|J06.904|H71xx01|T70.101|J00xx02|J02.904|J06.901|J32.906|J31.005|J00xx06|J00xx04|J02.911|J01.002|H65.002|H65.104|J03.906|H73.103|J00xx08|J03.905|H70.005|J32.101|J03.902|J02.912|J32.903|H65.905|H73.806|J32.301|J02.004|J32.005|J03.909|J32.904|H65.001|J01.903|H65.901|J00xx03|H65.908|J32.810|J32.202|H70.004|H74.802|J30.102|J01.003|J03.904|J31.101|J30.301|H68.001|H66.902|H70.105|H65.111|J32.303|H65.902|J03.901|H66.102|J32.808|J32.805|J32.803|J32.804|B49xx06|H66.001|J01.401|J32.809|H65.403|J32.802|J02.908|J06.802|H72.802|J02.001|J32.907|J06.801|H72.801|J31.007|H74.101|B08.503|H65.201|J00xx02)","[NULL]","[NULL]","[NULL]","[NULL]","(noCC)","[NULL]","[NULL]","[NULL]"
"124","MDCD","DT29","会厌炎、喉炎及气管炎                                      ","(J37.002|A69.101|J38.313|J38.721|J37.005|J37.101|J04.001|J04.002|J04.009|J39.211|J36xx03|A69.102|A21.302|J37.001|J05.101|J38.720|J38.722|J36xx02|J37.003|J38.713|J05.001|J04.006|J36xx01|J38.723|J05.102|J04.004|J06.001|B05.802|J04.008|J04.203|J37.004|J38.706|J04.005|J04.007|J36xx04|J38.312|J04.003|J38.724|J04.201|J36xx03)","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]"
"125","MDCD","DU19","鼻出血                                                    ","(R04.001)","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]"
"126","MDCD","DV19","头颈、外耳、口鼻的创伤及变形                              ","(S01.421|S01.292|S01.511|H61.101|S01.311|T17.003|S01.551|S01.521|S01.291|H61.805|S01.411|S01.301|H61.301|S09.904|S01.541|J34.201|S01.351|S00.453|H61.802|S01.432|T69.102|S00.452|S01.591|Z90.022|S01.431|S00.351|S02.803|S01.302|H61.102|S03.101|S08.101|S02.202|H61.105|S00.451|S01.211|S01.331|S09.902|S02.201|S01.542|S01.202|S01.361|S09.901|S09.801|H61.801|S01.221|S01.231|T17.002|S00.302|Z90.019|T17.101|S02.704|S01.312|S01.522|S09.802|S01.381|S01.491|S09.907|S00.352|S00.551|S01.501|S01.341|H61.104|S01.552|S01.371|S09.903|M95.002|H61.302|H61.106|S00.402|T17.001|H61.804|S00.501|H61.103)","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]","[NULL]"
"127","MDCD","DW11","头颈、耳、鼻、咽、口非恶性增生性疾患，伴重要合并症与伴随病","(D16.419|K11.201|K11.601|J33.004|D21.011|K11.102|D17.006|D14.008|K11.103|D10.301|K11.104|J39.203|D18.016|D18.021|J38.202|D11.902|J38.309|D21.001|J38.207|J35.901|D23.208|D18.0503|D10.004|D17.002|D10.902|D10.102|K11.604|D17.721|J35.101|D10.304|D18.0500|K11.901|J35.806|D18.0808|D18.0510|D16.421|J33.804|D10.202|D10.003|D23.202|D18.0504|D16.418|J35.202|D10.504|D14.101|D10.601|D18.011|J39.215|J35.809|D10.402|D18.127|J38.701|J38.101|D21.006|D18.0506|D16.425|D16.412|D18.110|K11.605|J38.208|J33.002|D18.111|J34.818|D11.701|D21.009|J38.711|D10.602|D17.706|D36.728|D16.415|D17.005|D17.703|J34.107|D10.401|D10.501|D18.0508|D17.003|D10.604|J33.001|D14.003|J38.102|D10.403|D21.005|J34.101|D21.002|J34.105|D11.901|D21.007|D10.307|D18.113|J39.210|J38.715|D10.302|D36.706|D14.103|D22.201|D18.0502|J35.804|K11.607|D21.003|D10.101|H71xx04|J34.812|D23.001|D23.301|D16.416|D10.201|D18.104|D18.121|D16.503|K11.602|J38.305|J38.304|K11.902|J33.805|H61.808|D18.0505|D10.503|J38.714|D17.720|J38.317|D23.207|D18.0509|D23.203|D10.306|J39.217|D18.017|J35.805|D36.702|D23.201|J33.901|J34.103|K11.606|D16.506|D17.707|K11.101|D10.305|D18.0807|D36.704|D16.420|D11.001|J34.815|J34.102|D16.505|D14.005|D14.004|D10.603|D23.206|D11.702|H61.902|D14.007|D17.001|J33.801|D21.008|D14.102|D18.0809|D16.424|D18.116|J34.824|J35.301|D16.422|D10.303|K11.903|D16.413|H61.810|H83.901|D36.701|J34.104|D10.505|J35.808|Q89.241|J34.816|J35.302|D16.423|D10.502|J33.802|D18.012|J34.301|D14.001|D16.411|D23.303|D16.502|J33.806|D23.205|D16.501|J38.719|Q85.901|D18.0507|J35.201|D16.504|D10.002|J33.803|D10.901|D22.001|J98.801|D10.701|J35.102|D18.0511|D18.0501|J34.106|D16.410|J34.302|J34.811|D14.006|J33.003|J38.702|J38.201|D10.001|D16.414|D14.002|D10.005|D36.705|D18.0823|D10.605|J34.108|H61.809|H71xx01|K11.603|J38.203|H71xx05)","[NULL]","[NULL]","[NULL]","[NULL]","(MCC)","[NULL]","[NULL]","[NULL]"
"128","MDCD","DW13","头颈、耳、鼻、咽、口非恶性增生性疾患，伴合并症与伴随病    ","(D16.419|K11.201|K11.601|J33.004|D21.011|K11.102|D17.006|D14.008|K11.103|D10.301|K11.104|J39.203|D18.016|D18.021|J38.202|D11.902|J38.309|D21.001|J38.207|J35.901|D23.208|D18.0503|D10.004|D17.002|D10.902|D10.102|K11.604|D17.721|J35.101|D10.304|D18.0500|K11.901|J35.806|D18.0808|D18.0510|D16.421|J33.804|D10.202|D10.003|D23.202|D18.0504|D16.418|J35.202|D10.504|D14.101|D10.601|D18.011|J39.215|J35.809|D10.402|D18.127|J38.701|J38.101|D21.006|D18.0506|D16.425|D16.412|D18.110|K11.605|J38.208|J33.002|D18.111|J34.818|D11.701|D21.009|J38.711|D10.602|D17.706|D36.728|D16.415|D17.005|D17.703|J34.107|D10.401|D10.501|D18.0508|D17.003|D10.604|J33.001|D14.003|J38.102|D10.403|D21.005|J34.101|D21.002|J34.105|D11.901|D21.007|D10.307|D18.113|J39.210|J38.715|D10.302|D36.706|D14.103|D22.201|D18.0502|J35.804|K11.607|D21.003|D10.101|H71xx04|J34.812|D23.001|D23.301|D16.416|D10.201|D18.104|D18.121|D16.503|K11.602|J38.305|J38.304|K11.902|J33.805|H61.808|D18.0505|D10.503|J38.714|D17.720|J38.317|D23.207|D18.0509|D23.203|D10.306|J39.217|D18.017|J35.805|D36.702|D23.201|J33.901|J34.103|K11.606|D16.506|D17.707|K11.101|D10.305|D18.0807|D36.704|D16.420|D11.001|J34.815|J34.102|D16.505|D14.005|D14.004|D10.603|D23.206|D11.702|H61.902|D14.007|D17.001|J33.801|D21.008|D14.102|D18.0809|D16.424|D18.116|J34.824|J35.301|D16.422|D10.303|K11.903|D16.413|H61.810|H83.901|D36.701|J34.104|D10.505|J35.808|Q89.241|J34.816|J35.302|D16.423|D10.502|J33.802|D18.012|J34.301|D14.001|D16.411|D23.303|D16.502|J33.806|D23.205|D16.501|J38.719|Q85.901|D18.0507|J35.201|D16.504|D10.002|J33.803|D10.901|D22.001|J98.801|D10.701|J35.102|D18.0511|D18.0501|J34.106|D16.410|J34.302|J34.811|D14.006|J33.003|J38.702|J38.201|D10.001|D16.414|D14.002|D10.005|D36.705|D18.0823|D10.605|J34.108|H61.809|H71xx01|K11.603|J38.203|H71xx05)","[NULL]","[NULL]","[NULL]","[NULL]","(CC)","[NULL]","[NULL]","[NULL]"
"129","MDCD","DW15","头颈、耳、鼻、咽、口非恶性增生性疾患，不伴合并症与伴随病  ","(D16.419|K11.201|K11.601|J33.004|D21.011|K11.102|D17.006|D14.008|K11.103|D10.301|K11.104|J39.203|D18.016|D18.021|J38.202|D11.902|J38.309|D21.001|J38.207|J35.901|D23.208|D18.0503|D10.004|D17.002|D10.902|D10.102|K11.604|D17.721|J35.101|D10.304|D18.0500|K11.901|J35.806|D18.0808|D18.0510|D16.421|J33.804|D10.202|D10.003|D23.202|D18.0504|D16.418|J35.202|D10.504|D14.101|D10.601|D18.011|J39.215|J35.809|D10.402|D18.127|J38.701|J38.101|D21.006|D18.0506|D16.425|D16.412|D18.110|K11.605|J38.208|J33.002|D18.111|J34.818|D11.701|D21.009|J38.711|D10.602|D17.706|D36.728|D16.415|D17.005|D17.703|J34.107|D10.401|D10.501|D18.0508|D17.003|D10.604|J33.001|D14.003|J38.102|D10.403|D21.005|J34.101|D21.002|J34.105|D11.901|D21.007|D10.307|D18.113|J39.210|J38.715|D10.302|D36.706|D14.103|D22.201|D18.0502|J35.804|K11.607|D21.003|D10.101|H71xx04|J34.812|D23.001|D23.301|D16.416|D10.201|D18.104|D18.121|D16.503|K11.602|J38.305|J38.304|K11.902|J33.805|H61.808|D18.0505|D10.503|J38.714|D17.720|J38.317|D23.207|D18.0509|D23.203|D10.306|J39.217|D18.017|J35.805|D36.702|D23.201|J33.901|J34.103|K11.606|D16.506|D17.707|K11.101|D10.305|D18.0807|D36.704|D16.420|D11.001|J34.815|J34.102|D16.505|D14.005|D14.004|D10.603|D23.206|D11.702|H61.902|D14.007|D17.001|J33.801|D21.008|D14.102|D18.0809|D16.424|D18.116|J34.824|J35.301|D16.422|D10.303|K11.903|D16.413|H61.810|H83.901|D36.701|J34.104|D10.505|J35.808|Q89.241|J34.816|J35.302|D16.423|D10.502|J33.802|D18.012|J34.301|D14.001|D16.411|D23.303|D16.502|J33.806|D23.205|D16.501|J38.719|Q85.901|D18.0507|J35.201|D16.504|D10.002|J33.803|D10.901|D22.001|J98.801|D10.701|J35.102|D18.0511|D18.0501|J34.106|D16.410|J34.302|J34.811|D14.006|J33.003|J38.702|J38.201|D10.001|D16.414|D14.002|D10.005|D36.705|D18.0823|D10.605|J34.108|H61.809|H71xx01|K11.603|J38.203|H71xx05)","[NULL]","[NULL]","[NULL]","[NULL]","(noCC)","[NULL]","[NULL]","[NULL]"
"130","MDCD","DX11","口腔、牙齿有关疾患，伴重要合并症与伴随病                  ","(K13.501|B37.002|K08.101|K04.703|K13.207|Q37.001|K00.202|K00.001|K00.209|K13.702|B00.201|S03.002|K10.801|K14.004|K00.207|K07.204|K00.003|K14.003|K10.810|Q38.005|K05.205|K13.003|K04.008|K14.812|K05.107|K07.604|K12.108|K03.803|K04.203|Q38.503|K06.808|K02.901|K14.301|K12.214|S02.111|K12.216|K10.804|K00.501|Q18.401|K05.105|K07.106|K05.106|K05.204|K05.303|K09.004|K07.112|K07.013|K14.005|K14.802|K06.101|K13.710|S02.802|T18.002|K10.104|K05.202|K09.104|K09.007|K01.101|K05.501|K06.001|K14.502|K12.212|K04.701|K10.211|K12.215|K09.003|K13.406|K06.810|K02.301|K13.401|K10.004|K13.005|K06.812|K04.202|K00.607|K12.107|K07.206|K03.806|K02.403|K03.802|Q35.302|S02.691|K05.502|K07.014|K07.012|K09.802|K07.101|Q38.601|K05.111|Q36.901|K08.202|K01.001|K13.210|A69.001|K04.002|S02.631|K07.303|B00.205|K14.811|K08.802|K07.010|K04.201|K07.113|K12.103|K08.807|Q36.104|K03.808|S02.501|K04.006|Q38.201|K10.212|K14.002|K07.116|K12.009|K05.206|K07.102|K09.102|K09.801|K07.301|Q37.301|K13.101|K10.207|K07.302|K12.217|K10.802|K10.001|Q38.501|K05.110|K06.813|K04.502|E10.631|K13.202|K10.101|K00.801|K07.002|K05.504|K10.204|K09.006|Q38.302|K03.103|K07.901|Q38.001|K07.607|K04.702|K04.802|K12.106|S02.611|B37.884|K00.206|K04.805|K04.003|K13.706|K07.111|K10.809|Q38.003|K12.208|K09.204|K13.716|E11.631|K09.008|K10.808|K07.605|S02.681|S02.621|K04.004|K14.803|K13.704|K03.804|K07.401|K05.302|K08.103|Q18.501|K07.902|K14.501|K13.708|S01.532|Q35.301|K07.015|Q36.002|K04.007|K12.004|Q35.905|K13.720|Q36.101|Q36.001|B08.802|Q35.102|S02.601|K13.211|K09.807|Q18.601|K03.301|K06.802|K00.604|K03.401|K00.205|K10.205|Q38.304|Q36.902|B42.103|K04.602|K13.212|K07.115|K03.302|K14.901|K12.007|K13.604|Q35.904|K10.005|K12.221|K10.303|K08.806|K09.203|K05.201|K02.402|K04.503|K03.602|K00.201|K10.208|K13.301|K03.002|K07.501|K13.717|K12.210|K13.015|Q35.701|K12.201|K09.804|K07.007|S02.671|K12.219|Q38.301|Q38.402|K13.206|K05.103|K00.208|K03.601|K07.205|S03.404|K13.718|K03.101|K10.805|K13.016|Q38.502|K07.005|K13.703|K03.001|A69.002|K14.304|K12.213|B09xx02|K12.205|K04.804|K06.803|K10.901|K07.603|K10.807|K07.306|K07.009|K05.402|E10.632|K00.601|K07.304|K14.801|Q37.201|K06.102|K07.104|K07.008|K07.001|K05.001|Q35.105|K05.401|K12.206|K10.302|Q35.103|K07.601|K00.402|K00.203|K13.709|Q35.303|K00.603|K07.201|K02.401|K07.108|Q36.003|K04.801|K06.801|K07.121|K07.608|K07.207|K00.606|K00.004|K13.213|K12.110|S02.502|K00.002|K05.101|A50.501|K12.001|K09.901|K10.202|K14.813|K13.707|K08.805|K08.302|K09.202|K06.805|Q38.007|Q35.106|K07.602|K09.001|K10.803|K05.203|Q35.104|S02.401|T18.001|K14.402|K07.202|K14.006|K08.301|K07.117|S03.003|K13.001|K13.711|K07.308|K13.721|K00.212|K07.118|K07.211|K07.123|K06.104|K00.211|K12.207|K12.008|S02.641|K09.005|K13.014|K10.210|K09.201|K07.114|K05.301|K07.502|K12.203|K07.105|K12.220|K13.408|K09.103|K10.103|K07.006|K12.202|K04.101|B26.901|K03.201|K04.102|K12.209|Q37.901|K13.205|K13.013|K12.109|K09.106|K14.302|B00.204|K05.114|K12.101|K14.602|K10.806|K12.211|K07.307|K08.803|K08.201|K08.804|K05.104|K07.103|K13.715|K13.010|Q38.401|K12.105|K09.808|K12.104|K03.102|K09.002|K09.803|K09.205|K10.003|K13.701|K07.011|K03.501|K00.204|Q36.103|K09.805|S03.403|S03.401|K13.713|S02.404|K09.206|Q38.002|S01.531|K07.004|K13.208|S03.001|K06.811|K06.806|Q38.004|K10.201|K14.809|B00.203|K08.102|K13.404|K12.003|E11.632|K10.301|K02.201|K13.403|K04.001|K06.807|Q36.903|K07.203|K00.802|K14.808|B08.801|K07.110|K13.009|K02.001|K05.108|K14.201|K13.712|K13.405|K06.804|K00.502|K14.807|K03.801|S02.403|K07.109|K10.002|S02.651|K12.005|K05.102|E14.632|K00.401|Q38.303|Q38.101|K05.601|K09.108|K13.002|K09.806|K13.008|Q38.504|K13.719|K08.801|Q35.501|Q35.901|Q35.101|B37.001|K09.107|K00.702|K13.209|K07.305|K14.303|K02.101|K12.102|S02.661|K05.109|K09.101|Q38.006|K00.403|K00.210|K02.801|K07.801|K07.212|K05.002|Q18.701|K04.401|S03.402|S02.402|Q35.902|Q38.102|K05.113|S03.201|K13.004|K14.101|K07.003|K14.001|K00.301|K13.705|K10.203|K12.218|K12.204|K07.122|K00.602|K10.206|K10.811|K10.102|Q38.009|K04.005|Q36.102|K06.809|K09.105|K13.011|K07.107|E14.631|K05.503|K06.103|K05.112|K07.213|K00.101|K07.309|K00.404|K03.303|S02.405|K00.605|A69.103)","[NULL]","[NULL]","[NULL]","[NULL]","(MCC)","[NULL]","[NULL]","[NULL]"
